CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score
12458,71,2,787.4000000000001,2,2,3,7
12461,155,1,626.88,1,1,2,4
12462,19,2,937.59,3,2,3,8
12463,53,4,1200.78,2,3,3,8
12464,10,8,957.0499999999998,4,4,3,11
12465,17,2,682.19,4,2,3,9
12468,188,2,657.54,1,2,3,6
12471,2,24,14125.689999999999,4,4,4,12
12472,32,6,4544.81,3,4,4,11
12473,54,3,2585.73,2,3,4,9
12474,17,18,6694.09,4,4,4,12
12475,54,1,669.3799999999999,2,1,3,6
12476,16,10,5885.969999999999,4,4,4,12
12477,23,6,13219.740000000002,3,4,4,11
12478,4,1,545.9900000000001,4,1,2,7
12479,11,1,473.20000000000005,4,1,2,7
12480,28,4,2885.63,3,3,4,10
12481,23,8,4338.48,3,4,4,11
12483,17,8,1910.9800000000002,4,4,4,12
12484,35,4,3939.3199999999997,3,3,4,10
12488,10,3,1244.6600000000003,4,3,3,10
12489,336,1,298.93,1,1,1,3
12490,5,10,4859.93,4,4,4,12
12491,39,1,424.40000000000003,3,1,2,6
12492,63,2,227.21000000000004,2,2,1,5
12493,166,2,379.74,1,2,2,5
12494,16,5,1039.5499999999997,4,4,3,11
12497,82,1,953.1,2,1,3,6
12498,21,3,349.7,3,3,2,8
12500,23,11,4059.8200000000006,3,4,4,11
12501,337,1,2025.39,1,1,4,6
12502,96,5,2995.87,2,4,4,10
12504,18,2,428.04999999999995,3,2,2,7
12506,233,1,73.50000000000001,1,1,1,3
12507,134,3,1052.81,1,3,3,7
12508,26,2,397.88,3,2,2,7
12509,284,1,158.5,1,1,1,3
12510,143,2,814.57,1,2,3,6
12512,66,2,132.18,2,2,1,5
12513,113,1,558.2900000000001,2,1,2,5
12514,267,1,1017.6800000000001,1,1,3,5
12516,78,2,1186.06,2,2,3,7
12517,28,4,2301.6,3,3,4,10
12518,1,5,1840.8899999999999,4,4,4,12
12519,64,1,276.84000000000003,2,1,1,4
12520,79,5,2346.26,2,4,4,10
12521,143,1,545.68,1,1,2,4
12522,39,2,156.72000000000003,3,2,1,6
12523,19,11,1699.77,3,4,4,11
12524,9,8,3945.7200000000003,4,4,4,12
12526,1,3,1172.6600000000003,4,3,3,10
12527,82,3,330.71,2,3,2,7
12528,9,6,1645.48,4,4,4,12
12530,60,4,1500.2800000000002,2,3,3,8
12531,15,1,125.22,4,1,1,6
12532,30,1,313.83,3,1,2,6
12534,131,1,981.1800000000001,1,1,3,5
12535,92,2,716.35,2,2,3,7
12536,59,1,4279.71,2,1,4,7
12538,29,1,363.95,3,1,2,6
12539,22,4,5568.349999999999,3,3,4,10
12540,20,16,10839.23,3,4,4,11
12541,30,3,841.18,3,3,3,9
12544,36,1,316.70000000000005,3,1,2,6
12545,75,2,832.39,2,2,3,7
12546,47,2,1021.5,3,2,3,8
12547,198,2,151.8,1,2,1,4
12548,166,1,67.19999999999999,1,1,1,3
12550,79,1,824.8299999999999,2,1,3,6
12552,40,1,317.82,3,1,2,6
12553,8,10,3278.2799999999997,4,4,4,12
12556,50,2,599.56,2,2,2,6
12557,16,4,11370.96,4,3,4,11
12558,8,1,269.96000000000004,4,1,1,6
12559,311,2,525.7099999999999,1,2,2,5
12560,5,2,1918.0100000000002,4,2,4,10
12561,303,1,238.85,1,1,1,3
12562,8,7,3385.74,4,4,4,12
12564,261,1,402.90000000000003,1,1,2,4
12565,289,1,145.92000000000002,1,1,1,3
12566,86,1,297.65,2,1,1,4
12567,23,8,6882.9,3,4,4,11
12569,2,32,3152.69,4,4,4,12
12571,40,2,519.61,3,2,2,7
12572,9,2,912.4199999999998,4,2,3,9
12573,227,1,160.54,1,1,1,3
12574,316,1,182.45000000000002,1,1,1,3
12576,36,5,1315.83,3,4,3,10
12577,35,2,426.76,3,2,2,7
12578,21,2,2402.51,3,2,4,9
12579,78,1,386.41999999999996,2,1,2,5
12580,247,1,379.7,1,1,2,4
12581,40,1,179.70999999999998,3,1,1,5
12582,239,2,351.3599999999999,1,2,2,5
12583,3,14,5903.52,4,4,4,12
12584,4,9,2254.1499999999996,4,4,4,12
12585,234,1,669.25,1,1,3,5
12586,17,1,196.94000000000003,4,1,1,6
12587,8,1,104.0,4,1,1,6
12588,39,1,174.89999999999998,3,1,1,5
12589,29,2,574.6800000000001,3,2,2,7
12590,211,1,9341.26,1,1,4,6
12591,317,1,368.84999999999997,1,1,2,4
12592,92,2,401.6,2,2,2,6
12593,109,3,382.0999999999999,2,3,2,7
12594,38,9,3208.2200000000003,3,4,4,11
12596,51,2,450.27,2,2,2,6
12597,19,4,3195.2200000000003,3,3,4,10
12598,10,7,2807.0799999999995,4,4,4,12
12599,29,7,888.5800000000003,3,4,3,10
12600,29,8,2072.24,3,4,4,11
12601,190,5,487.05999999999995,1,4,2,7
12602,59,1,153.12,2,1,1,4
12603,22,1,613.1999999999999,3,1,2,6
12604,79,2,236.17999999999995,2,2,1,5
12607,60,1,1579.51,2,1,3,6
12609,78,3,964.85,2,3,3,8
12610,23,4,1747.5400000000004,3,3,4,10
12611,52,1,1193.32,2,1,3,6
12612,74,1,668.04,2,1,3,6
12613,57,4,3092.38,2,3,4,9
12614,278,1,315.59999999999997,1,1,2,4
12615,2,4,2093.1900000000005,4,3,4,11
12616,95,2,641.3,2,2,2,6
12617,29,1,352.97999999999996,3,1,2,6
12618,22,1,137.31,3,1,1,5
12619,16,8,2945.5599999999995,4,4,4,12
12620,15,3,1303.41,4,3,3,10
12621,2,18,11172.02,4,4,4,12
12622,232,1,162.09999999999997,1,1,1,3
12623,276,1,269.1,1,1,1,3
12624,106,2,569.13,2,2,2,6
12625,212,2,2413.8200000000006,1,2,4,7
12626,23,9,5954.4800000000005,3,4,4,11
12627,11,6,4082.5299999999997,4,4,4,12
12628,4,3,732.46,4,3,3,10
12630,10,2,1030.88,4,2,3,9
12631,57,1,480.50000000000006,2,1,2,5
12633,59,4,1929.98,2,3,4,9
12635,90,2,1509.1800000000003,2,2,3,7
12637,67,8,5804.9,2,4,4,10
12638,33,1,511.6900000000001,3,1,2,6
12639,239,1,366.1,1,1,2,4
12640,24,3,994.58,3,3,3,9
12641,115,1,145.9,2,1,1,4
12642,25,3,905.2599999999999,3,3,3,9
12643,128,6,3041.64,2,4,4,10
12644,130,1,477.90999999999997,1,1,2,4
12645,34,4,1631.1799999999998,3,3,4,10
12646,5,2,1346.97,4,2,3,9
12647,22,8,2151.22,3,4,4,11
12648,155,1,300.04999999999995,1,1,1,3
12649,107,3,569.51,2,3,2,7
12650,3,1,242.44,4,1,1,6
12651,335,1,114.0,1,1,1,3
12652,331,1,793.98,1,1,3,5
12653,149,2,2209.85,1,2,4,7
12654,11,5,529.98,4,4,2,10
12656,17,5,3619.17,4,4,4,12
12657,11,4,1427.18,4,3,3,10
12658,19,1,632.05,3,1,2,6
12659,30,1,73.68,3,1,1,5
12660,11,1,227.10000000000002,4,1,1,6
12662,1,10,3300.3,4,4,4,12
12664,8,9,4391.88,4,4,4,12
12665,325,1,45.0,1,1,1,3
12667,58,1,460.13,2,1,2,5
12668,12,3,2779.28,4,3,4,11
12669,151,2,1427.73,1,2,3,6
12670,10,5,2744.0499999999997,4,4,4,12
12672,330,1,225.9,1,1,1,3
12673,5,2,574.52,4,2,2,8
12674,39,4,1844.6,3,3,4,10
12676,25,6,1091.39,3,4,3,10
12678,42,8,16278.180000000002,3,4,4,11
12679,59,4,951.0200000000001,2,3,3,8
12680,1,4,790.8100000000001,4,3,3,10
12681,15,20,10409.43,4,4,4,12
12682,4,29,10070.529999999999,4,4,4,12
12683,4,12,6657.49,4,4,4,12
12684,8,6,2073.63,4,4,4,12
12685,28,6,2575.08,3,4,4,11
12688,114,1,4873.8099999999995,2,1,4,7
12689,26,2,1139.61,3,2,3,8
12690,206,1,335.00999999999993,1,1,2,4
12691,28,4,765.8,3,3,3,9
12693,127,4,711.91,2,3,3,8
12694,70,2,761.67,2,2,3,7
12695,7,4,582.1,4,3,2,9
12697,29,3,757.59,3,3,3,9
12700,8,4,4525.99,4,3,4,11
12701,80,2,725.71,2,2,3,7
12702,20,1,201.0,3,1,1,5
12703,71,1,265.55,2,1,1,4
12704,7,8,1740.8400000000001,4,4,4,12
12705,15,7,5686.290000000001,4,4,4,12
12707,292,1,603.42,1,1,2,4
12708,30,9,2264.4700000000003,3,4,4,11
12709,15,13,8210.830000000002,4,4,4,12
12710,97,3,1023.0200000000001,2,3,3,8
12712,29,11,3511.4999999999995,3,4,4,11
12713,1,1,794.5500000000002,4,1,3,8
12714,9,5,4294.860000000001,4,4,4,12
12715,106,1,263.35999999999996,2,1,1,4
12716,4,2,963.4900000000001,4,2,3,9
12717,151,2,830.9799999999999,1,2,3,6
12718,71,1,202.25,2,1,1,4
12719,5,2,572.95,4,2,2,8
12720,3,23,4584.6,4,4,4,12
12721,32,5,2117.5299999999997,3,4,4,11
12722,85,4,979.6300000000001,2,3,3,8
12723,4,5,707.07,4,4,3,11
12724,5,4,923.41,4,3,3,10
12726,28,6,2258.8199999999997,3,4,4,11
12727,11,7,3440.7000000000003,4,4,4,12
12728,71,4,728.3299999999999,2,3,3,8
12729,114,1,417.01000000000005,2,1,2,5
12731,24,11,17824.010000000002,3,4,4,11
12732,180,1,218.26000000000005,1,1,1,3
12733,234,1,383.95000000000005,1,1,2,4
12735,315,2,689.5699999999999,1,2,3,6
12736,333,1,144.0,1,1,1,3
12739,99,1,975.5400000000001,2,1,3,6
12740,64,1,427.59999999999997,2,1,2,5
12744,56,4,9120.39,2,3,4,9
12747,2,9,3489.74,4,4,4,12
12748,1,171,27508.010000000002,4,4,4,12
12749,4,5,4040.879999999999,4,4,4,12
12750,129,1,275.88,1,1,1,3
12752,81,1,4366.780000000001,2,1,4,7
12753,23,5,17838.800000000003,3,4,4,11
12754,236,3,3010.7400000000002,1,3,4,8
12755,281,1,17.549999999999997,1,1,1,3
12756,87,1,112.08000000000001,2,1,1,4
12757,16,9,4176.75,4,4,4,12
12758,117,2,2791.59,2,2,4,8
12759,52,3,1411.44,2,3,3,8
12762,8,2,1702.5200000000002,4,2,4,10
12763,138,1,174.0,1,1,1,3
12764,317,1,1693.88,1,1,4,6
12766,4,6,5476.34,4,4,4,12
12769,239,1,1143.6,1,1,3,5
12770,211,1,1351.4499999999998,1,1,3,5
12772,60,1,752.4700000000001,2,1,3,6
12775,17,5,1281.0400000000002,4,4,3,11
12778,20,6,693.23,3,4,3,10
12779,38,7,3733.2,3,4,4,11
12781,64,2,786.74,2,2,3,7
12782,5,4,1559.4200000000003,4,3,3,10
12783,2,4,1295.8700000000001,4,3,3,10
12784,15,1,476.82,4,1,2,7
12787,10,3,418.66,4,3,2,9
12789,65,1,76.85000000000001,2,1,1,4
12790,192,1,294.9200000000001,1,1,1,3
12792,257,1,344.53999999999996,1,1,2,4
12793,335,1,357.68,1,1,2,4
12794,53,2,860.41,2,2,3,7
12795,19,1,318.48,3,1,2,6
12798,10,3,6977.04,4,3,4,11
12802,187,1,397.58000000000004,1,1,2,4
12808,37,2,354.25000000000006,3,2,2,7
12809,178,1,405.31,1,1,2,4
12811,262,2,458.84999999999997,1,2,2,5
12812,45,1,229.64,3,1,1,5
12814,102,1,85.92,2,1,1,4
12815,148,2,863.4599999999999,1,2,3,6
12816,96,2,452.2,2,2,2,6
12817,281,1,126.03999999999999,1,1,1,3
12818,262,1,1182.08,1,1,3,5
12820,3,4,942.34,4,3,3,10
12821,214,1,92.72,1,1,1,3
12822,71,2,948.8800000000002,2,2,3,7
12823,75,5,1759.5,2,4,4,10
12824,60,1,397.11999999999995,2,1,2,5
12826,3,6,1319.72,4,4,3,11
12827,6,3,430.15,4,3,2,9
12828,3,6,1018.71,4,4,3,11
12829,337,1,207.25,1,1,1,3
12830,38,6,6814.640000000001,3,4,4,11
12831,262,1,215.05,1,1,1,3
12832,32,2,383.03000000000003,3,2,2,7
12833,145,1,417.38,1,1,2,4
12834,283,1,312.38,1,1,2,4
12836,59,4,2610.3599999999997,2,3,4,9
12837,173,1,134.1,1,1,1,3
12838,34,1,281.15999999999997,3,1,1,5
12839,3,12,4853.97,4,4,4,12
12840,144,4,2726.77,1,3,4,8
12841,5,23,3485.59,4,4,4,12
12842,70,2,1118.99,2,2,3,7
12843,66,8,1702.2600000000002,2,4,4,10
12844,29,2,325.96,3,2,2,7
12845,267,4,354.09,1,3,2,6
12847,22,1,843.6399999999999,3,1,3,7
12849,31,2,992.65,3,2,3,8
12851,97,1,131.80999999999997,2,1,1,4
12852,295,1,311.55,1,1,2,4
12853,135,6,1957.1000000000004,1,4,4,9
12854,79,3,1316.2500000000002,2,3,3,8
12856,8,6,2170.7799999999997,4,4,4,12
12857,211,2,1106.4,1,2,3,6
12863,52,1,521.2,2,1,2,5
12864,138,1,147.12,1,1,1,3
12865,26,2,1568.23,3,2,3,8
12866,283,1,499.12,1,1,2,4
12867,26,6,3646.55,3,4,4,11
12868,186,5,1403.76,1,4,3,8
12871,84,2,380.64000000000004,2,2,2,6
12872,327,1,221.43999999999997,1,1,1,3
12873,282,1,374.0,1,1,2,4
12875,143,1,49.470000000000006,1,1,1,3
12876,58,2,2053.02,2,2,4,8
12877,4,11,1385.71,4,4,3,11
12878,236,2,854.99,1,2,3,6
12879,45,3,573.22,3,3,2,8
12881,276,1,298.0,1,1,1,3
12882,9,2,1463.0399999999997,4,2,3,9
12883,25,4,703.47,3,3,3,9
12884,88,1,309.05000000000007,2,1,2,5
12885,63,3,1175.2199999999998,2,3,3,8
12886,68,2,1378.3999999999999,2,2,3,7
12888,214,2,354.12,1,2,2,5
12890,24,1,376.71999999999997,3,1,2,6
12891,186,3,331.0,1,3,2,6
12893,31,1,176.54999999999998,3,1,1,5
12895,42,2,372.8,3,2,2,7
12897,205,2,216.5,1,2,1,4
12901,9,28,17654.539999999997,4,4,4,12
12902,265,1,138.67999999999998,1,1,1,3
12904,18,2,496.06,3,2,2,7
12906,12,5,2919.81,4,4,4,12
12908,176,2,750.0,1,2,3,6
12909,40,5,2178.67,3,4,4,11
12910,23,8,3075.0400000000004,3,4,4,11
12912,3,5,1662.3,4,4,4,12
12913,5,4,2066.0099999999998,4,3,4,11
12915,149,1,164.0,1,1,1,3
12916,139,4,2944.95,1,3,4,8
12917,128,1,594.0,2,1,2,5
12919,8,6,1335.19,4,4,3,11
12920,17,1,162.77999999999997,4,1,1,6
12921,9,35,15899.289999999999,4,4,4,12
12922,161,1,405.38,1,1,2,4
12923,64,1,171.57,2,1,1,4
12924,88,4,925.7500000000001,2,3,3,8
12925,5,2,694.05,4,2,3,9
12928,35,4,1670.36,3,3,4,10
12929,312,1,117.85,1,1,1,3
12930,78,2,415.8,2,2,2,6
12931,22,13,41878.96,3,4,4,11
12933,24,3,607.53,3,3,2,8
12935,2,7,2160.7,4,4,4,12
12936,17,4,1063.8999999999999,4,3,3,10
12937,15,4,1504.2700000000002,4,3,3,10
12938,26,1,114.13999999999999,3,1,1,5
12939,64,8,11581.800000000001,2,4,4,10
12940,55,2,899.69,2,2,3,7
12942,131,2,416.8499999999999,1,2,2,5
12944,36,1,317.56,3,1,2,6
12945,288,1,462.95000000000005,1,1,2,4
12947,144,5,1299.95,1,4,3,8
12948,16,7,2064.95,4,4,4,12
12949,31,8,4167.22,3,4,4,11
12950,2,3,1843.0,4,3,4,11
12951,9,6,1064.07,4,4,3,11
12952,6,4,1387.79,4,3,3,10
12953,10,1,329.85,4,1,2,7
12955,1,11,4757.160000000001,4,4,4,12
12956,306,1,108.07,1,1,1,3
12957,10,8,4017.54,4,4,4,12
12962,7,2,266.39,4,2,1,7
12963,8,7,1490.8300000000002,4,4,3,11
12965,89,1,769.8100000000001,2,1,3,6
12966,10,1,160.18,4,1,1,6
12968,112,1,135.95,2,1,1,4
12970,7,4,405.47,4,3,2,9
12971,4,81,10753.720000000001,4,4,4,12
12974,198,1,144.8,1,1,1,3
12976,212,1,738.6,1,1,3,5
12977,156,1,39.24,1,1,1,3
12980,158,8,6485.580000000001,1,4,4,9
12981,30,2,372.2199999999999,3,2,2,7
12982,243,1,390.53999999999996,1,1,2,4
12984,19,1,97.5,3,1,1,5
12985,1,2,1239.3799999999999,4,2,3,9
12987,74,2,558.7,2,2,2,6
12988,292,1,505.82000000000005,1,1,2,4
12989,3,14,6721.61,4,4,4,12
12990,31,3,409.5000000000001,3,3,2,8
12991,23,2,503.76000000000005,3,2,2,7
12993,23,4,414.75999999999993,3,3,2,8
12994,4,3,974.42,4,3,3,10
12995,85,1,211.32,2,1,1,4
12997,22,4,1226.89,3,3,3,9
12999,196,3,455.88,1,3,2,6
13000,107,2,333.09999999999997,2,2,2,6
13001,4,13,9785.970000000001,4,4,4,12
13002,318,1,120.94999999999999,1,1,1,3
13003,106,3,149.05,2,3,1,6
13004,12,17,5298.9,4,4,4,12
13005,174,2,513.6999999999999,1,2,2,5
13006,56,1,81.57,2,1,1,4
13008,323,1,229.47000000000003,1,1,1,3
13012,9,8,1646.84,4,4,4,12
13013,1,11,3282.6000000000004,4,4,4,12
13014,11,10,3466.2799999999997,4,4,4,12
13015,53,5,3339.6400000000003,2,4,4,10
13016,73,3,789.8899999999999,2,3,3,8
13017,7,1,204.0,4,1,1,6
13018,16,28,7277.700000000001,4,4,4,12
13021,4,8,2459.0299999999997,4,4,4,12
13023,64,2,599.9,2,2,2,6
13026,1,5,975.36,4,4,3,11
13027,114,5,5472.0,2,4,4,10
13028,23,2,661.3200000000002,3,2,3,8
13029,31,2,865.0,3,2,3,8
13030,11,1,350.0799999999999,4,1,2,7
13032,52,2,1010.1800000000002,2,2,3,7
13034,55,1,476.9099999999999,2,1,2,5
13035,74,2,921.88,2,2,3,7
13037,138,3,881.07,1,3,3,7
13038,80,3,908.46,2,3,3,8
13040,9,2,676.99,4,2,3,9
13043,273,1,516.4200000000001,1,1,2,4
13044,291,1,560.47,1,1,2,4
13045,99,1,305.28,2,1,2,5
13046,31,2,629.31,3,2,2,7
13047,57,6,2865.96,2,4,4,10
13048,14,4,1819.4099999999999,4,3,4,11
13049,64,2,656.6800000000002,2,2,3,7
13050,15,13,4633.24,4,4,4,12
13052,212,1,348.15000000000003,1,1,2,4
13055,78,3,1214.41,2,3,3,8
13058,25,3,271.4,3,3,1,7
13059,250,1,183.4,1,1,1,3
13060,254,1,307.53000000000003,1,1,2,4
13061,72,1,248.61,2,1,1,4
13062,191,1,346.98,1,1,2,4
13064,13,4,1105.5900000000001,4,3,3,10
13066,24,2,470.79999999999995,3,2,2,7
13067,82,1,115.46000000000001,2,1,1,4
13068,10,2,344.0,4,2,2,8
13069,1,20,3787.3199999999997,4,4,4,12
13070,192,1,228.8,1,1,1,3
13072,267,1,177.14999999999998,1,1,1,3
13075,130,1,919.6100000000001,1,1,3,5
13077,1,3,414.3,4,3,2,9
13078,3,24,11746.779999999999,4,4,4,12
13079,4,5,220.09999999999997,4,4,1,9
13080,179,1,58.08,1,1,1,3
13081,12,9,25970.6,4,4,4,12
13082,126,9,3613.6299999999997,2,4,4,10
13083,4,2,303.75,4,2,2,8
13085,158,2,416.08000000000004,1,2,2,5
13089,3,89,52808.87,4,4,4,12
13090,9,11,7902.42,4,4,4,12
13091,28,1,345.82000000000005,3,1,2,6
13092,71,4,292.38,2,3,1,6
13093,276,5,4036.9600000000005,1,4,4,9
13094,21,11,1703.64,3,4,4,11
13095,71,1,74.4,2,1,1,4
13097,33,9,5698.32,3,4,4,11
13098,1,28,28882.44,4,4,4,12
13099,99,1,207.35999999999999,2,1,1,4
13101,234,1,101.19,1,1,1,3
13102,1,22,5750.17,4,4,4,12
13103,40,1,243.94,3,1,1,5
13104,3,5,996.72,4,4,3,11
13106,133,1,76.5,1,1,1,3
13107,44,4,1531.6200000000003,3,3,3,9
13109,60,2,786.54,2,2,3,7
13110,31,7,1488.67,3,4,3,10
13113,1,23,11872.989999999998,4,4,4,12
13115,12,4,2294.7799999999997,4,3,4,11
13116,138,1,501.14,1,1,2,4
13117,22,6,596.7600000000001,3,4,2,9
13118,20,5,1197.81,3,4,3,10
13120,239,1,30.599999999999998,1,1,1,3
13121,269,1,283.72999999999996,1,1,1,3
13122,94,2,922.39,2,2,3,7
13124,90,2,2500.01,2,2,4,8
13126,5,6,1876.2000000000003,4,4,4,12
13127,78,1,259.16999999999996,2,1,1,4
13130,94,1,64.0,2,1,1,4
13131,23,3,1073.2999999999997,3,3,3,9
13132,262,1,77.3,1,1,1,3
13133,274,2,109.80000000000001,1,2,1,4
13134,86,4,1793.5800000000002,2,3,4,9
13135,197,1,3096.0,1,1,4,6
13136,56,5,2607.6099999999997,2,4,4,10
13137,11,8,3603.29,4,4,4,12
13138,22,5,769.1600000000001,3,4,3,10
13139,16,7,5064.9400000000005,4,4,4,12
13140,108,2,264.21,2,2,1,5
13141,85,5,2388.75,2,4,4,10
13142,19,1,307.0899999999999,3,1,2,6
13144,333,1,110.94999999999999,1,1,1,3
13145,40,3,323.52,3,3,2,8
13146,26,1,228.91,3,1,1,5
13147,10,4,712.8000000000001,4,3,3,10
13148,29,11,3373.86,3,4,4,11
13149,14,4,1676.0600000000002,4,3,4,11
13151,296,1,1257.8700000000003,1,1,3,5
13153,6,1,486.22,4,1,2,7
13155,33,3,592.0600000000001,3,3,2,8
13157,49,4,1741.2199999999998,2,3,4,9
13158,95,4,1201.06,2,3,3,8
13159,9,4,1429.3500000000001,4,3,3,10
13160,22,1,91.8,3,1,1,5
13161,313,1,112.75,1,1,1,3
13162,122,4,1688.2899999999997,2,3,4,9
13165,46,1,666.8399999999998,3,1,3,7
13166,283,1,417.20000000000005,1,1,2,4
13167,19,4,779.3299999999999,3,3,3,9
13168,36,4,1299.5900000000001,3,3,3,9
13169,64,2,712.88,2,2,3,7
13170,27,1,108.81,3,1,1,5
13171,22,3,468.40999999999997,3,3,2,8
13173,4,1,187.70999999999998,4,1,1,6
13174,16,2,1369.76,4,2,3,9
13176,46,1,481.49000000000007,3,1,2,6
13177,65,1,282.45,2,1,1,4
13178,26,10,5015.469999999999,3,4,4,11
13182,45,1,121.18,3,1,1,5
13183,8,9,3957.7800000000007,4,4,4,12
13184,15,10,1667.95,4,4,4,12
13185,268,1,71.4,1,1,1,3
13186,40,3,1575.89,3,3,3,9
13187,337,1,236.01999999999998,1,1,1,3
13188,11,1,114.60000000000001,4,1,1,6
13189,19,2,260.67999999999995,3,2,1,6
13192,95,2,911.9400000000002,2,2,3,7
13193,61,1,112.08,2,1,1,4
13194,136,1,60.7,1,1,1,3
13196,11,4,1797.78,4,3,4,11
13198,10,5,3016.6899999999996,4,4,4,12
13199,4,35,9090.32,4,4,4,12
13200,19,4,870.0900000000001,3,3,3,9
13203,10,4,869.4599999999999,4,3,3,10
13207,15,2,250.26000000000002,4,2,1,7
13208,59,5,1193.17,2,4,3,9
13209,30,7,5572.76,3,4,4,11
13210,94,1,353.48,2,1,2,5
13211,10,2,984.72,4,2,3,9
13212,20,3,786.83,3,3,3,9
13213,57,5,1520.58,2,4,3,9
13216,268,1,333.74,1,1,2,4
13217,122,3,533.98,2,3,2,7
13218,127,1,62.64,2,1,1,4
13220,78,4,819.29,2,3,3,8
13221,240,1,346.70000000000005,1,1,2,4
13223,200,2,163.20000000000002,1,2,1,4
13224,60,2,2152.95,2,2,4,8
13225,3,6,5257.120000000001,4,4,4,12
13226,273,1,108.21,1,1,1,3
13227,202,1,257.7,1,1,1,3
13228,81,1,358.0,2,1,2,5
13229,226,1,160.95,1,1,1,3
13230,4,13,2662.18,4,4,4,12
13232,13,7,1327.75,4,4,3,11
13233,74,2,605.1199999999999,2,2,2,6
13235,212,1,1031.0700000000002,1,1,3,5
13236,25,2,744.85,3,2,3,8
13238,17,3,609.58,4,3,2,9
13239,262,1,329.56,1,1,2,4
13240,96,3,424.63000000000005,2,3,2,7
13242,112,3,270.40000000000003,2,3,1,6
13243,203,1,585.12,1,1,2,4
